Geneid;Length;Group;Rep1_ChIP.bam;Rep1_input.bam;Rep2_ChIP.bam;Rep2_input.bam;Rep1_input_norm;Rep1_ChIP_norm;Rep2_input_norm;Rep2_ChIP_norm;Rep1_enriched;Rep2_enriched;Average;SD;z-score;p-value;log10(p-value);rank;p-adj;log2(FC);color
ERV3-16A3_LTR;442711;LTR/ERVL;87.0;54.0;91.0;61.0;0.00014009780902593107;0.00022302374049265174;0.0001557393790849673;0.00023364605959771796;1.5919145491516695;1.5002375184136751;1.5460760337826724;0.04583851536899719;11.913039272471947;1e-16;16.0;30;5.247666666666667e-14;0.6286112706624188;red
LTR82B;337336;LTR/ERVL;60.0;62.0;66.0;69.0;0.00016085303999273566;0.0001538094762018288;0.0001761642156862745;0.000169457581686257;0.9562111863647403;0.9619296463025093;0.9590704163336248;0.0028592299688844913;14.314897406571188;1e-16;16.0;31;5.078387096774194e-14;-0.06029135100390361;grey
L1M3d;374273;LINE/L1;59.0;46.0;71.0;57.0;0.00011934257805912647;0.0001512459849317983;0.00014552696078431372;0.00018229527726854917;1.2673262752616739;1.2526563894832516;1.2599913323724627;0.007334942889211105;35.445583735202824;1e-16;16.0;38;4.142894736842105e-14;0.3334138092916402;grey
MER75;182792;DNA/PiggyBac;29.0;34.0;17.0;20.0;8.820973160891956e-05;7.434124683088392e-05;5.1062091503267975e-05;4.3648164979793464e-05;0.8427782907273546;0.8548056629642752;0.8487919768458149;0.006013686118460315;25.14398327009773;1e-16;16.0;44;3.577954545454546e-14;-0.2365170755567638;grey
L1M4a1;1337859;LINE/L1;194.0;177.0;232.0;212.0;0.00045920948514055184;0.0004973173063859131;0.0005412581699346406;0.0005956690750183579;1.0829857014684647;1.1005267136942944;1.0917562075813796;0.008770506112914855;10.461905664288357;1e-16;16.0;46;3.4223913043478265e-14;0.12665073411465244;grey
LTR1C1;51581;LTR/ERV1;2.0;4.0;9.0;18.0;1.03776154834023e-05;5.12698254006096e-06;4.5955882352941176e-05;2.3107852048125954e-05;0.49404244628844923;0.5028268605672208;0.498434653427835;0.00439220713938579;114.19437441247463;1e-16;16.0;50;3.1486e-14;-1.0045237203646704;blue
COMP-subunit_LSAU-BSAT_rnd-1_family-1;739726;Satellite;85.0;50.0;68.0;41.0;0.00012972019354252876;0.0002178967579525908;0.00010467728758169934;0.00017459265991917386;1.6797443173807274;1.667913488710781;1.673828903045754;0.0059154143349732236;113.91068569143673;1e-16;16.0;51;3.0868627450980394e-14;0.7431520647204752;red
SATR1;887224;Satellite;80.0;128.0;93.0;175.0;0.0003320836954688736;0.00020507930160243838;0.00044679330065359476;0.00023878113783063485;0.6175530578605615;0.5344331203743032;0.5759930891174323;0.041559968743129116;10.202291380516654;1e-16;16.0;52;3.0275e-14;-0.7958765928652975;blue
AluYd8;59714;SINE/Alu;5.0;8.0;7.0;13.0;2.07552309668046e-05;1.2817456350152399e-05;3.319035947712418e-05;1.7972773815209074e-05;0.6175530578605615;0.5415058498416223;0.5795294538510919;0.03802360400946958;11.05814551519609;1e-16;16.0;53;2.970377358490566e-14;-0.7870461086425652;blue
HERVK-int;295921;LTR/ERVK;49.0;36.0;57.0;40.0;9.339853935062071e-05;0.00012561107223149352;0.00010212418300653595;0.00014634972963813105;1.344893326007445;1.4330565526165793;1.388974939312012;0.04408161330456717;8.823972403743934;1e-16;16.0;55;2.862363636363636e-14;0.47402056961704236;grey
MLT1J;3826910;LTR/ERVL-MaLR;986.0;808.0;982.0;821.0;0.002096278327647265;0.002527602392250053;0.0020960988562091503;0.002521323412362187;1.2057570595059675;1.2028647431839483;1.2043109013449578;0.0014461581610095697;141.27839323074275;1e-16;16.0;59;2.668305084745763e-14;0.268207882070415;grey
LTR44;63575;LTR/ERV1;15.0;6.0;31.0;12.0;1.556642322510345e-05;3.84523690504572e-05;3.0637254901960784e-05;7.959371261021161e-05;2.470212231442246;2.5979387795973072;2.534075505519777;0.06386327407753067;24.02124738636784;1e-16;16.0;60;2.6238333333333334e-14;1.341459511777878;red
LTR45;53569;LTR/ERV1;17.0;8.0;26.0;12.0;2.07552309668046e-05;4.357935159051816e-05;3.0637254901960784e-05;6.675601702791942e-05;2.0996803967259092;2.17891639579129;2.1392983962585994;0.03961799953269041;28.757090456284104;1e-16;16.0;61;2.5808196721311477e-14;1.0971377283083343;red
Helitron2Na_Mam;64533;RC/Helitron;8.0;18.0;3.0;8.0;4.669926967531036e-05;2.050793016024384e-05;2.0424836601307188e-05;7.702617349375318e-06;0.4391488411452882;0.3771201454254156;0.4081344932853519;0.031014347859936287;19.083603156434837;1e-16;16.0;65;2.422e-14;-1.2928834504790434;blue
X4b_DNA#DNA/TcMar-Tigger;108233;DNA/TcMar-Tigger;28.0;22.0;35.0;28.0;5.707688515871266e-05;7.177775556085344e-05;7.148692810457517e-05;8.986386907604537e-05;1.2575625905524161;1.2570671514180518;1.257314870985234;0.0002477195671821697;1038.7345412888117;1e-16;16.0;66;2.3853030303030303e-14;0.3303459909862309;grey
