Geneid;Length;Group;Rep1_ChIP.bam;Rep1_input.bam;Rep2_ChIP.bam;Rep2_input.bam;Rep1_input_norm;Rep1_ChIP_norm;Rep2_input_norm;Rep2_ChIP_norm;Rep1_enriched;Rep2_enriched;Average;SD;z-score;p-value;log10(p-value);rank;p-adj;log2(FC);color
L1M3de;347806;LINE/L1;31.0;45.0;50.0;59.0;0.00011674817418827589;7.946822937094488e-05;0.00015063316993464053;0.00012837695582292196;0.6806807037751966;0.8522489162156283;0.7664648099954124;0.08578410622021582;2.722359657219962;0.0032408778872943245;2.489337332396776;701;0.07278336744604073;-0.38370853863348864;grey
AmnL2-1;108684;LINE/L2;32.0;43.0;48.0;55.0;0.00011155936644657474;8.203172064097536e-05;0.00014042075163398692;0.0001232418775900051;0.7353189898246686;0.8776614293536945;0.8064902095891815;0.07117121976451296;2.718933173424483;0.003274641916862109;2.4848361833159434;702;0.07343687706148173;-0.3102710750375896;grey
AluSx;87522118;SINE/Alu;18641.0;14992.0;16116.0;14663.0;0.03889530283179182;0.047786040764638174;0.037436172385620914;0.041378460400844204;1.228581275515339;1.1053069201256671;1.166944097820503;0.0616371776948359;2.70849678820531;0.003379438315652017;2.4711554762559773;703;0.07567922816971508;0.2227354507377555;grey
LTR16A;1392576;LTR/ERVL;388.0;308.0;272.0;246.0;0.0007990763922219772;0.0009946346127718262;0.0006280637254901961;0.0006983706396766954;1.2447303192202486;1.1119423258071872;1.1783363225137178;0.06639399670653068;2.6860308365225465;0.0036153207625004846;2.4418531647030672;705;0.08073190746673069;0.2367513741185367;grey
LTR71A;160690;LTR/ERV1;42.0;22.0;38.0;13.0;5.707688515871266e-05;0.00010766663334128016;3.319035947712418e-05;9.756648642542069e-05;1.8863438858286241;2.9396031848545214;2.412973535341573;0.5266296495129487;2.6830497231752064;0.003647707131496092;2.437980037745217;706;0.08133973565317701;1.270812092660649;grey
MLT2B3;1956879;LTR/ERVL;391.0;325.0;451.0;320.0;0.0008431812580264369;0.0010023250865819177;0.0008169934640522876;0.0011579601415227562;1.188742132300207;1.4173432132238535;1.3030426727620301;0.11430054046182325;2.651279438728878;0.004009373369288083;2.3969234985833143;711;0.08877575942714809;0.3818843308546956;grey
Tigger17b;81584;DNA/TcMar-Tigger;20.0;14.0;19.0;10.0;3.6321654191908056e-05;5.1269825400609596e-05;2.5531045751633988e-05;4.8783243212710344e-05;1.411549846538426;1.9107420701554387;1.6611459583469323;0.24959611180850638;2.6488632116760407;0.004038150656888506;2.3938174822634073;712;0.0892873676845446;0.7321788427957124;grey
L1HS;3996331;LINE/L1;508.0;436.0;644.0;485.0;0.0011311600876908509;0.0013022535651754838;0.0012382557189542483;0.001653495190999235;1.1512548748373035;1.335342260640372;1.2432985677388377;0.09204369290153425;2.643294288497439;0.004105181967677063;2.386667587434551;713;0.09064218754157083;0.31417278912771457;grey
THE1B;12335956;LTR/ERVL-MaLR;2578.0;1999.0;3251.0;2030.0;0.0051862133378303005;0.006608680494138577;0.005182802287581699;0.008347069667606385;1.274278565814529;1.6105321415803298;1.4424053536974295;0.16812678788290036;2.631379325497868;0.0042519530723703625;2.3714115373103275;715;0.09362027582982743;0.5284766566654755;grey
U13_;32079;snRNA;4.0;7.0;8.0;10.0;1.8160827095954028e-05;1.025396508012192e-05;2.5531045751633988e-05;2.0540312931667514e-05;0.5646199386153705;0.8045229769075531;0.6845714577614619;0.11995151914609131;2.6296335759980787;0.004273847220227389;2.3691810068790455;716;0.09397091730173154;-0.546726952414585;grey
X2b_DNA;17382;DNA;12.0;6.0;10.0;7.0;1.556642322510345e-05;3.076189524036576e-05;1.7871732026143792e-05;2.5675391164584394e-05;1.9761697851537967;1.4366481730492022;1.7064089791014996;0.26976080605229724;2.6186494229430477;0.004413930994866311;2.355174460658514;717;0.09691564247166015;0.7709634622533366;grey
Tigger5;161311;DNA/TcMar-Tigger;29.0;16.0;35.0;26.0;4.15104619336092e-05;7.434124683088392e-05;6.638071895424836e-05;8.986386907604537e-05;1.7909038677956284;1.353764624604056;1.5723342461998422;0.2185696215957862;2.61854434308485;0.004415290685592876;2.3550406988829735;718;0.0968104752970594;0.6529079377471189;grey
MER34C;62025;LTR/ERV1;11.0;6.0;28.0;10.0;1.556642322510345e-05;2.819840397033528e-05;2.5531045751633988e-05;7.18910952608363e-05;1.8114889697243137;2.815830419176436;2.313659694450375;0.5021707247260611;2.615962320716702;0.004448818783294395;2.3517552842987413;719;0.09740995007705655;1.2101766806799004;grey
MER50C;58052;LTR/ERV1;19.0;11.0;18.0;7.0;2.853844257935633e-05;4.870633413057912e-05;1.7871732026143792e-05;4.621570409625191e-05;1.706692087178279;2.5859667114885636;2.146329399333421;0.4396373121551424;2.607443380349155;0.004561057771455879;2.340934426845753;720;0.09972879513337486;1.101871504946473;grey
HSMAR2;1173004;DNA/TcMar-Mariner;236.0;148.0;268.0;215.0;0.00038397177288588516;0.0006049839397271932;0.0005489174836601307;0.0006881004832108617;1.5755948287037025;1.2535590570420014;1.414576942872852;0.16101788583085053;2.574726035767018;0.005015975654668936;2.2996445800458805;722;0.10937189020976877;0.5003706511647763;grey
Charlie32a;36315;DNA/hAT-Charlie;12.0;6.0;16.0;5.0;1.556642322510345e-05;3.076189524036576e-05;1.2765522875816994e-05;4.108062586333503e-05;1.9761697851537967;3.2180919076302126;2.5971308463920044;0.6209610612382079;2.5720305927191243;0.005055197860463934;2.296261841452603;723;0.11007466101975617;1.3769187004566452;grey
L1MEg;6222181;LINE/L1;703.0;945.0;882.0;1004.0;0.0024517116579537935;0.0018021343628314274;0.0025633169934640523;0.0022645695007163435;0.735051512678899;0.8834527709567505;0.8092521418178247;0.07420062913892572;2.570704054611699;0.0050746008047645175;2.2945981159973763;724;0.11034453103509365;-0.30533881612005626;grey
L1M6;2215236;LINE/L1;293.0;359.0;323.0;355.0;0.0009313909896353566;0.0007511029421189306;0.0009063521241830066;0.0008293151346160758;0.8064314025766887;0.9150032448631679;0.8607173237199283;0.0542859211432396;2.5657237336464918;0.005148039836783358;2.2883581010784027;726;0.11163304566181874;-0.21638858853980522;grey
SAT-VAR_rnd-6_family-1442;31852;Satellite;4.0;3.0;12.0;7.0;7.783211612551726e-06;1.025396508012192e-05;1.7871732026143792e-05;3.0810469397501274e-05;1.3174465234358645;1.7239778076590426;1.5207121655474536;0.20326564211158904;2.561732322974644;0.0052075778188918065;2.283364231497781;727;0.11276877249355394;0.6047471112254937;grey
L1M2a1;141898;LINE/L1;28.0;8.0;33.0;16.0;2.07552309668046e-05;7.177775556085344e-05;4.0849673202614376e-05;8.47287908431285e-05;3.4582971240191442;2.074160799839786;2.766228961929465;0.6920681620896791;2.552102608789847;0.005353748973173311;2.2713419958912335;728;0.11577482154487286;1.4679205739032153;grey
MER66D;94744;LTR/ERV1;23.0;14.0;29.0;12.0;3.6321654191908056e-05;5.896029921070104e-05;3.0637254901960784e-05;7.445863437729474e-05;1.6232823235191902;2.4303298260749004;2.0268060747970456;0.4035237512778551;2.544598853339901;0.005470167016304317;2.261999413492524;731;0.11780689375879462;1.0192080580635001;grey
MER63D#DNA/hAT-Tip100;221752;DNA/hAT-Tip100;52.0;36.0;71.0;36.0;9.339853935062071e-05;0.00013330154604158494;9.191176470588235e-05;0.00018229527726854917;1.4272337337221863;1.983372616681815;1.7053031752020007;0.2780694414798144;2.536428208179071;0.005599485120138525;2.2518519050943273;733;0.12026288437427121;0.770028249793601;grey
MER4E1;463336;LTR/ERV1;124.0;70.0;116.0;88.0;0.00018160827095954027;0.0003178729174837795;0.00022467320261437907;0.00029783453750917895;1.7503218097076485;1.3256344505863094;1.5379781301469788;0.21234367956066957;2.533525515146171;0.005646075950305751;2.248253284074889;735;0.12093356964035842;0.6210349885059638;grey
MLT1M;384446;LTR/ERVL-MaLR;118.0;95.0;108.0;99.0;0.00024646836773080464;0.0003024919698635966;0.0002527573529411765;0.00027729422457751146;1.2273054455165684;1.097076786692118;1.1621911161043432;0.06511432941222517;2.4908667196362457;0.00637159562844869;2.1957517943752967;737;0.1361031614364555;0.21684733172368373;grey
MER61E;147855;LTR/ERV1;49.0;28.0;70.0;26.0;7.264330838381611e-05;0.00012561107223149352;6.638071895424836e-05;0.00017972773815209074;1.7291485620095721;2.707529249208112;2.2183389056088423;0.48919034359926994;2.4905211673737964;0.006377794871713083;2.19532945303218;738;0.13605098193140794;1.1494797893457538;grey
L1M4b;2751617;LINE/L1;341.0;333.0;418.0;409.0;0.0008639364889932416;0.0008741505230803936;0.00104421977124183;0.0010732313506796277;1.011822667773941;1.0277830206215075;1.0198028441977243;0.007980176423783236;2.481504561566591;0.006541451790723962;2.18432585492819;739;0.1393532821940018;0.02829026671534262;grey
L1MEf;6748908;LINE/L1;787.0;995.0;905.0;1003.0;0.0025814318514963226;0.0020174676295139876;0.002560763888888889;0.0023236229003948876;0.7815304627718783;0.9073944343236985;0.8444624485477884;0.06293198577591008;2.4715182515621534;0.006727034166378099;2.17217636654467;740;0.14311310659633839;-0.24389482401984414;grey
L1M3c;828415;LINE/L1;85.0;126.0;111.0;130.0;0.00032689488772717247;0.0002178967579525908;0.00033190359477124184;0.00028499684192688675;0.6665652053098124;0.8586735618917154;0.762619383600764;0.09605417829095148;2.471320046903132;0.006730764155427504;2.1719356267647356;741;0.14299921740741595;-0.3909648941809223;grey
MER70B;182434;LTR/ERVL;26.0;28.0;28.0;35.0;7.264330838381611e-05;6.665077302079247e-05;8.935866013071895e-05;7.18910952608363e-05;0.9175074002499769;0.8045229769075531;0.861015188578765;0.05649221167121188;2.4602473032943917;0.006942065373459982;2.1585113008923145;742;0.1472896700463349;-0.21588940744643967;grey
LTR86A1;125620;LTR/ERVL;19.0;27.0;13.0;15.0;7.004890451296554e-05;4.870633413057912e-05;3.829656862745098e-05;3.337800851395971e-05;0.6953189984800395;0.871566558316516;0.7834427783982778;0.08812377991823822;2.4574209345382743;0.006996930535496659;2.1550924376785754;743;0.14825394000043596;-0.35210018883756605;grey
X2_LINE;36861;LINE/CR1;8.0;10.0;3.0;6.0;2.5944038708505752e-05;2.050793016024384e-05;1.5318627450980392e-05;7.702617349375318e-06;0.7904679140615187;0.5028268605672208;0.6466473873143698;0.14382052674714896;2.456899725495095;0.0070070898835884465;2.1544623115493664;744;0.14826964521146896;-0.6289488606395428;grey
LTR12E;1475768;LTR/ERV1;297.0;245.0;296.0;202.0;0.0006356289483583909;0.0007613569071990526;0.0005157271241830065;0.0007599915784716981;1.1978008697768932;1.4736311953257164;1.3357160325513049;0.13791516277441163;2.4342213415680547;0.007461932988608866;2.127148655430284;748;0.15704974737923713;0.41761332968707643;grey
AluYk12;181573;SINE/Alu;42.0;37.0;27.0;21.0;9.599294322147129e-05;0.00010766663334128016;5.361519607843137e-05;6.932355614437786e-05;1.121609878060263;1.292983355744282;1.2072966169022725;0.0856867388420095;2.4192380256703334;0.007776529627660955;2.109214169051719;750;0.16323454123768855;0.27178017084151634;grey
MER9B;49275;LTR/ERVK;7.0;17.0;3.0;4.0;4.410486580445978e-05;1.794443889021336e-05;1.0212418300653594e-05;7.702617349375318e-06;0.40685848517872286;0.7542402908508312;0.5805493880147771;0.17369090283605418;2.4149256244072834;0.00786921151931963;2.104068780978111;751;0.1649600491992662;-0.7845092908229229;grey
L1ME3A;8080902;LINE/L1;1064.0;1269.0;1206.0;1305.0;0.00329229851210938;0.0027275547113124305;0.003331801470588235;0.0030964521744488776;0.828465189678345;0.9293627491863115;0.8789139694323282;0.05044877975398321;2.4001775891935493;0.008193559745453993;2.0865273751713356;753;0.17130306915362842;-0.1862061376501413;grey
HERVH-int;1439668;LTR/ERV1;232.0;206.0;231.0;222.0;0.0005344471973952185;0.0005947299746470714;0.0005667892156862746;0.0005931015359018994;1.1127946363001964;1.0464234665858376;1.079609051443017;0.03318558485717937;2.398904578166395;0.00822209965214915;2.085017263858732;754;0.17167177032332104;0.11050897752430498;grey
U3;24543;snRNA;7.0;2.0;2.0;1.0;5.18880774170115e-06;1.794443889021336e-05;2.5531045751633985e-06;5.1350782329168784e-06;3.4582971240191442;2.0113074422688832;2.7348022831440137;0.7234948408751305;2.397808781947385;0.008246736441819613;2.0837178848708975;755;0.17195810834909428;1.4514365348684692;grey
LTR22C2;59797;LTR/ERVK;12.0;4.0;23.0;4.0;1.03776154834023e-05;3.076189524036576e-05;1.0212418300653594e-05;5.9053399678544104e-05;2.964254677730695;5.782508896523039;4.373381787126867;1.409127109396172;2.3939513792850113;0.008333979070797137;2.0791475945253364;756;0.1735473975020626;2.1287492981908915;grey
L1MA4A;5146730;LINE/L1;569.0;756.0;687.0;772.0;0.001961369326363035;0.001458626532647343;0.0019709967320261437;0.0017638993730069478;0.7436776506299672;0.89492759898881;0.8193026248093886;0.07562497417942143;2.3893875951865318;0.008438243629161124;2.073747939813007;757;0.17548648540803644;-0.28753165807664977;grey
MER57D;148747;LTR/ERV1;38.0;28.0;34.0;30.0;7.264330838381611e-05;9.741266826115824e-05;7.659313725490196e-05;8.729632995958693e-05;1.3409723542115048;1.139740883952367;1.240356619081936;0.1006157351295689;2.388857158101706;0.00845043599508244;2.073120883313781;758;0.17550819771844703;0.31075497433163785;grey
MER8;366202;DNA/TcMar-Tigger;79.0;75.0;92.0;91.0;0.00019458029031379316;0.0002025158103324079;0.00023233251633986927;0.00023621359871417642;1.0407827535143328;1.0167048609271276;1.0287438072207302;0.012038946293602582;2.3875683568755925;0.008480124189963134;2.071597787528574;759;0.17589274719708775;0.040883746011340476;grey
MER57A1;794493;LTR/ERV1;132.0;101.0;169.0;99.0;0.0002620347909559081;0.0003383808476440233;0.0002527573529411765;0.0004339141106814762;1.2913584734668373;1.7167220088052586;1.5040402411360478;0.21268176766921065;2.3699268943447676;0.008895801381206714;2.050814922255822;761;0.18402969926982563;0.5888431673551505;grey
Eutr11;154436;DNA;24.0;30.0;13.0;27.0;7.783211612551727e-05;6.152379048073152e-05;6.893382352941176e-05;3.337800851395971e-05;0.7904679140615186;0.48420364350917555;0.6373357787853471;0.15313213527617153;2.3683090460444074;0.008934801095770606;2.048915111202071;762;0.1845939286754812;-0.6498744417831571;grey
MER96;142635;DNA/hAT-Tip100;55.0;60.0;42.0;55.0;0.00015566423225103453;0.0001409920198516764;0.00014042075163398692;0.00010783664289125445;0.9057444848621568;0.7679537506844827;0.8368491177733197;0.06889536708883703;2.3680965661494424;0.008939934230762225;2.0486656762065554;763;0.1844579090365527;-0.25696056370359366;grey
L1MEi;2046731;LINE/L1;290.0;338.0;306.0;328.0;0.0008769085083474944;0.0007434124683088391;0.0008374183006535947;0.0007856669696362824;0.8477651445186405;0.9382013373998143;0.8929832409592273;0.045218096440586886;2.3666798796226307;0.008974224936407094;2.0470030491982976;764;0.18492306698148808;-0.1632949950301062;grey
MER61D;196490;LTR/ERV1;24.0;17.0;57.0;29.0;4.410486580445978e-05;6.152379048073152e-05;7.404003267973856e-05;0.00014634972963813105;1.3949433777556213;1.976629727747006;1.6857865527513136;0.29084317499569234;2.3579255478883794;0.009188689163250774;2.0367464396227746;765;0.1890948150288326;0.7534218798260561;grey
LTR10F;434198;LTR/ERV1;47.0;54.0;61.0;65.0;0.00014009780902593107;0.00012048408969143255;0.00016595179738562092;0.0001566198861039648;0.8599998139095225;0.9437673382953989;0.9018835761024607;0.04188376219293821;2.3425886014146586;0.009575243189843707;2.01885018710702;768;0.19628001762722588;-0.14898688648473135;grey
Tigger20a;311478;DNA/TcMar-Tigger;40.0;56.0;57.0;65.0;0.00014528661676763222;0.00010253965080121919;0.00016595179738562092;0.00014634972963813105;0.705774923269213;0.8818809554563564;0.7938279393627847;0.08805301609357169;2.34145370350655;0.009604404071601014;2.0175295768141894;769;0.19662175981692426;-0.3331017549346099;grey
LTR66;206427;LTR/ERVL;71.0;30.0;58.0;38.0;7.783211612551727e-05;0.00018200788017216408;9.701797385620914e-05;0.00014891726875458948;2.3384675790986593;1.5349451533104634;1.9367063662045614;0.40176121289409794;2.3315002447771684;0.009863498589516961;2.0059690131905854;770;0.20166371207112407;0.9536052362680751;grey
MER68B;154203;LTR/ERVL;28.0;32.0;21.0;32.0;8.30209238672184e-05;7.177775556085344e-05;8.169934640522875e-05;5.3918321445627224e-05;0.8645742810047861;0.6599602544944773;0.7622672677496316;0.1023070132551544;2.323718821284141;0.010070284521271455;1.9969582589128594;771;0.2056244996347296;-0.3916311677046968;grey
MER6;365391;DNA/TcMar-Tigger;62.0;54.0;66.0;63.0;0.00014009780902593107;0.00015893645874188976;0.00016084558823529412;0.000169457581686257;1.1344678396253276;1.053541993569415;1.0940049165973713;0.04046292302795629;2.3232359296539764;0.010083240796088688;1.9963998613773695;773;0.20535635168541297;0.12961922180021984;grey
L1PA6;10146273;LINE/L1;1513.0;1347.0;1785.0;1405.0;0.0034946620140357248;0.003878562291556116;0.003587111928104575;0.004583057322878314;1.1098533351661821;1.2776454748932229;1.1937494050297026;0.08389606986352038;2.309397869827375;0.010460756564993012;1.9804369043674501;774;0.21276962610166023;0.25550001410259665;grey
LTR8A;700546;LTR/ERV1;139.0;114.0;166.0;110.0;0.0002957620412769656;0.0003563252865342367;0.00028084150326797383;0.00042621149333210094;1.2047701760367444;1.51762288825743;1.3611965321470874;0.15642635611034283;2.309051627414373;0.010470358274573988;1.980038457384352;775;0.2126901294407978;0.4448753809376186;grey
L1P1;2931467;LINE/L1;401.0;351.0;472.0;358.0;0.0009106357586685519;0.0010279599992822225;0.0009140114379084967;0.0012118784629683832;1.1288377262773113;1.325889822277811;1.2273637742775612;0.09852604800024989;2.307651416983502;0.01050926613343317;1.978427609883094;776;0.2132053823951526;0.29556290797752194;grey
L1ME1;18628110;LINE/L1;2250.0;2714.0;2591.0;2805.0;0.0070412121054884615;0.0057678553575685795;0.007161458333333333;0.006652493850743816;0.8191565984885855;0.9289300504311365;0.874043324459861;0.05488672597127553;2.294847676031128;0.010870927651198015;1.9637333945883437;778;0.219975596417494;-0.1942233020787992;grey
MER57B1;459127;LTR/ERV1;99.0;87.0;110.0;84.0;0.00022571313676400005;0.0002537856357330175;0.0002144607843137255;0.0002824293028104283;1.1243724639668153;1.3169274919617686;1.220649977964292;0.09627751399747664;2.2918121667544837;0.010958242149936015;1.9602591069658226;779;0.22145777428298163;0.2876495660508426;grey
LTR81A;182022;LTR/Gypsy;48.0;49.0;42.0;46.0;0.00012712578967167819;0.00012304758096146304;0.00011744281045751634;0.00010783664289125445;0.9679198947692066;0.918205571470577;0.9430627331198917;0.024857161649314785;2.290577970380532;0.01099391713138298;1.9588475409302966;780;0.22189389410174648;-0.08457435182295649;grey
L1M2a;478685;LINE/L1;86.0;60.0;95.0;46.0;0.00015566423225103453;0.00022046024922262126;0.00011744281045751634;0.00024391621606355173;1.416255012693554;2.0768935545167815;1.7465742836051676;0.3303192709116137;2.2601596375069946;0.011905672451793414;1.924246069905841;782;0.2396815874790073;0.8045280033452982;grey
MER127;38664;DNA/TcMar-Tigger;6.0;7.0;6.0;10.0;1.8160827095954028e-05;1.538094762018288e-05;2.5531045751633988e-05;1.5405234698750637e-05;0.8469299079230557;0.6033922326806649;0.7251610703018603;0.12176883762119539;2.257054719969673;0.01200232787890576;1.9207345133760794;783;0.24131883499056628;-0.463626617667914;grey
MER106A;120451;DNA/hAT-Charlie;31.0;23.0;28.0;25.0;5.9671289029563234e-05;7.946822937094488e-05;6.382761437908497e-05;7.18910952608363e-05;1.331766594342776;1.1263321676705744;1.2290493810066752;0.10271721333610073;2.2299025992576653;0.012876954902255155;1.890186825291547;787;0.2575881842772591;0.2975428817823748;grey
L1MEh;1141761;LINE/L1;169.0;177.0;160.0;189.0;0.00045920948514055184;0.0004332300246351511;0.0004825367647058824;0.0004108062586333503;0.9434256883926317;0.8513470655106383;0.897386376951635;0.04603931144099671;2.228826188677323;0.012912735869330727;1.8889817323986964;789;0.2576491771747448;-0.15619881198018942;grey
LTR61;161150;LTR/ERV1;41.0;31.0;38.0;21.0;8.042651999636783e-05;0.00010510314207124968;5.361519607843137e-05;9.756648642542069e-05;1.3068219546984785;1.8197543525289894;1.563288153613734;0.25646619891525546;2.1963446099182145;0.014033643506174864;1.852829559962508;791;0.27930676323351566;0.6445837280967158;grey
L1PA4;19967247;LINE/L1;2639.0;2312.0;3279.0;2451.0;0.00599826174940653;0.0067650534616104365;0.0062576593137254905;0.008418960762867222;1.127835653767489;1.3453849659730042;1.2366103098702466;0.1087746561027576;2.1752338122468964;0.014806299793596267;1.829553461398066;793;0.2939414598368046;0.3063909388014313;grey
MER21C;2426545;LTR/ERVL;540.0;463.0;583.0;415.0;0.0012012089922038163;0.0013842852858164591;0.0010595383986928104;0.00149687530489527;1.1524100258996222;1.4127617335454925;1.2825858797225573;0.13017585382293517;2.1708010466129135;0.014973107402305064;1.8246880602027584;794;0.2968786269955776;0.35905542942043694;grey
LTR45B;142556;LTR/ERV1;48.0;39.0;38.0;24.0;0.00010118175096317243;0.00012304758096146304;6.127450980392157e-05;9.756648642542069e-05;1.2161044831715673;1.5922850584628656;1.4041947708172164;0.18809028764564917;2.148940149311139;0.015819572316199793;1.8008052618765955;795;0.3132673295269602;0.48974306057360645;grey
X12_LINE;15544;LINE/I-Jockey;6.0;8.0;4.0;14.0;2.07552309668046e-05;1.538094762018288e-05;3.5743464052287583e-05;1.0270156465833757e-05;0.7410636694326738;0.2873296346098404;0.5141966520212571;0.22686701741141668;2.14135731814093;0.01612261706031004;1.792564461128897;796;0.31886728691012683;-0.9596078781970342;grey
LTR9D;553330;LTR/ERV1;118.0;102.0;114.0;109.0;0.0002646291948267587;0.0003024919698635966;0.00027828839869281044;0.0002926994592762621;1.1430786012164118;1.051784625773636;1.097431613495024;0.045646987721387866;2.1344587750173143;0.016402622397960975;1.7850867128109789;797;0.3239980983828101;0.13413104094919168;grey
Tigger3b;3239515;DNA/TcMar-Tigger;413.0;567.0;471.0;527.0;0.0014710269947722761;0.0010587218945225883;0.001345486111111111;0.001209310923851925;0.7197161563214446;0.898791086630592;0.8092536214760183;0.08953746515457373;2.130352676331468;0.01657125383728897;1.7806446301434504;798;0.3269188585970429;-0.3053361782603877;grey
LTR2B;302154;LTR/ERV1;63.0;39.0;58.0;48.0;0.00010118175096317243;0.00016149995001192024;0.00012254901960784314;0.00014891726875458948;1.596137134162682;1.2151649130374502;1.405651023600066;0.19048611056261588;2.129556965607327;0.016604103566389083;1.7797845664178849;799;0.32715694924363375;0.4912384656669226;grey
Arthur1;953353;DNA/hAT-Tip100;122.0;122.0;150.0;156.0;0.00031651727224377016;0.00031274593494371854;0.0003982843137254902;0.0003851308674687659;0.9880848925768984;0.9669747318600399;0.9775298122184691;0.010555080358429225;2.128850469962203;0.016633316873909565;1.7790211388502077;800;0.32732288443244784;-0.032787393199967034;grey
Tigger6b;52226;DNA/TcMar-Tigger;3.0;2.0;7.0;6.0;5.18880774170115e-06;7.69047381009144e-06;1.5318627450980392e-05;1.7972773815209074e-05;1.4821273388653475;1.1732626746568484;1.327695006761098;0.15443233210424956;2.121932643870763;0.01692169734711957;1.7715560767865655;801;0.33258212401461096;0.40892377411827197;grey
MLT2C2;365930;LTR/ERVL;86.0;80.0;77.0;66.0;0.00020755230966804601;0.00022046024922262126;0.0001685049019607843;0.00019770051196729983;1.0621912595201657;1.1732626746568484;1.117726967088507;0.055535707568341364;2.119842750605709;0.017009654347724057;1.7693045115726942;802;0.33389400049403967;0.1605678166838969;grey
MER34B;232429;LTR/ERV1;56.0;30.0;57.0;44.0;7.783211612551727e-05;0.00014355551112170688;0.00011233660130718954;0.00014634972963813105;1.8444251328102101;1.3027786841968902;1.5736019085035502;0.27082322430665995;2.117993794557465;0.017087796614745132;1.7673139337538053;803;0.335010189422083;0.6540706124665857;grey
L1MA7;4814385;LINE/L1;642.0;650.0;661.0;713.0;0.0016863625160528739;0.0016457613953595681;0.0018203635620915033;0.0016971433559790283;0.9759238477451827;0.9323101117389422;0.9541169797420624;0.02180686800312026;2.104062823298253;0.01768648362692593;1.7523585036206972;806;0.3454569624549565;-0.06776193583945671;grey
L1ME3E;1943522;LINE/L1;222.0;265.0;268.0;287.0;0.0006875170257754024;0.0005690950619467665;0.0007327410130718954;0.0006881004832108617;0.8277541364229111;0.9390773423833809;0.883415739403146;0.055661602980234925;2.0945185613546258;0.018106905682960917;1.7421557605989537;807;0.35323050330465144;-0.1788355584606403;grey
hAT-4b_Ther;52373;DNA/hAT-Tip100;14.0;17.0;8.0;17.0;4.410486580445978e-05;3.588887778042672e-05;4.340277777777778e-05;2.0540312931667514e-05;0.8137169703574457;0.4732488099456195;0.6434828901515326;0.1702340802059131;2.094275772613971;0.01811771062271028;1.7418966812033287;808;0.3530038593234257;-0.6360263063818703;grey
AluJr4;1617430;SINE/Alu;396.0;317.0;393.0;365.0;0.0008224260270596323;0.00101514254293207;0.0009318831699346406;0.0010090428727681667;1.2343268689604157;1.0827997600159878;1.1585633144882017;0.07576355447221395;2.0928705839211164;0.018180354396306497;1.7403976551701474;809;0.35378655038449097;0.21233688839969445;grey
MIR1_Amn;1493028;SINE/MIR;522.0;520.0;477.0;491.0;0.0013490900128422991;0.0013381424429559105;0.0012535743464052289;0.0012247161585506755;0.9918852190868095;0.9769792769473086;0.9844322480170591;0.007452971069750458;2.088798123224455;0.018362949716512422;1.7360575550133608;810;0.3568986634408087;-0.022636176534336926;grey
L1M3b;563480;LINE/L1;91.0;55.0;96.0;79.0;0.00014269221289678165;0.00023327770557277368;0.00020169526143790848;0.0002464837551800102;1.634831367718141;1.2220602180874227;1.4284457929027818;0.20638557481535913;2.0759483470978375;0.018949364254664425;1.7224053558976309;812;0.36738896731672666;0.5144462894810197;grey
X6A_LINE;107376;LINE/CR1;15.0;32.0;21.0;26.0;8.30209238672184e-05;3.84523690504572e-05;6.638071895424836e-05;5.3918321445627224e-05;0.4631647933954211;0.8122587747624336;0.6377117840789274;0.17454699068350624;2.075591303536045;0.01896588321936521;1.7220269278958016;813;0.36725694898212363;-0.6490235543277867;grey
LTR46-int;22928;LTR/ERV1;4.0;2.0;8.0;6.0;5.18880774170115e-06;1.025396508012192e-05;1.5318627450980392e-05;2.0540312931667514e-05;1.976169785153797;1.3408716281792552;1.658520706666526;0.31764907848727086;2.073107561975549;0.01908113520690191;1.7193957910875097;815;0.3685819773770022;0.7298970243168453;grey
Eutr15#DNA/hAT-Tip100;122931;DNA/hAT-Tip100;22.0;15.0;23.0;20.0;3.891605806275863e-05;5.639680794067056e-05;5.1062091503267975e-05;5.9053399678544104e-05;1.4491911757794507;1.1565017793046077;1.3028464775420292;0.14634469823742147;2.0694051864503353;0.019254040116612914;1.715478127648853;816;0.37146611955372194;0.3816670922423446;grey
HUERS-P2-int;121432;LTR/ERV1;15.0;20.0;19.0;21.0;5.1888077417011504e-05;3.84523690504572e-05;5.361519607843137e-05;4.8783243212710344e-05;0.7410636694326738;0.9098771762644947;0.8254704228485843;0.08440675341591047;2.067720532875244;0.019333154993226298;1.7136972673195674;818;0.37208051229628564;-0.2767115715406202;grey
LTR38B;89786;LTR/ERV1;19.0;23.0;15.0;32.0;5.9671289029563234e-05;4.870633413057912e-05;8.169934640522875e-05;3.851308674687659e-05;0.8162440416939595;0.4714001817817695;0.6438221117378645;0.17242192995609498;2.065734262183654;0.019426789134289302;1.7115989737950932;819;0.37342605780356103;-0.6352659686049287;grey
LTR9;414565;LTR/ERV1;110.0;65.0;129.0;44.0;0.0001686362516052874;0.0002819840397033528;0.00011233660130718954;0.00033121254602313865;1.672143664360905;2.9483938642350673;2.310268764297986;0.6381250999370812;2.0533101807579386;0.020021252055015704;1.6985087668376384;820;0.38438362329525877;1.2080606968209493;grey
